movieId,movie_idx,title_clean,genres_clean,corpus
5362,3408,White Fang 2: Myth of the White Wolf,adventure children,white fang 2: myth of the white wolf adventure children adventure children 
3230,3409,"Odessa File, The",thriller,"odessa file, the thriller thriller "
4124,3410,Jaws: The Revenge,horror thriller,jaws: the revenge horror thriller horror thriller imdb bottom 100 franchise ridiculous shark no rec?
5039,3411,Dragonslayer,action adventure fantasy,dragonslayer action adventure fantasy action adventure fantasy high fantasy can't remember childhood memories 70mm betamax
5843,3412,Toy Soldiers,action drama,toy soldiers action drama action drama 
179,3413,Mad Love,drama romance,mad love drama romance drama romance nudity (topless - brief)
414,3414,"Air Up There, The",comedy,"air up there, the comedy comedy "
465,3415,Heaven & Earth,action drama war,heaven & earth action drama war action drama war cinematographer:robert richardson oliver stone vietnam war
488,3416,M. Butterfly,drama,m. butterfly drama drama japan sexuality adultery alter ego
564,3417,Chasers,comedy,chasers comedy comedy 
706,3418,Sunset Park,drama,sunset park drama drama 
764,3419,Heavy,drama romance,heavy drama romance drama romance directorial debut
998,3420,Set It Off,action crime,set it off action crime action crime 
1006,3421,"Chamber, The",drama,"chamber, the drama drama death penalty john grisham adapted from:book author:john grisham courtroom drama murder racism can't remember gene hackman"
1128,3422,"Fog, The",horror,"fog, the horror horror so bad it's funny no kids"
1153,3423,Raw Deal,film noir,raw deal film noir film noir tcm
1170,3424,Best of the Best 3: No Turning Back,action,best of the best 3: no turning back action action 
1191,3425,Madonna: Truth or Dare,documentary musical,madonna: truth or dare documentary musical documentary musical barcelona catholicism celebrity concert detroit houston los angeles madrid musicians new york city nice (france) paris rock concert footage rome tokyo toronto venice nudity (topless)
1194,3426,Cheech and Chong's Up in Smoke,comedy,cheech and chong's up in smoke comedy comedy funniest movies nudity (topless) drugs hilarious marijuana hippie puff away
1330,3427,April Fool's Day,horror,april fool's day horror horror 
1355,3428,Nightwatch,horror thriller,nightwatch horror thriller horror thriller 
1439,3429,Meet Wally Sparks,comedy,meet wally sparks comedy comedy 
1442,3430,Prefontaine,drama,prefontaine drama drama biography olympics track and field true story
1445,3431,McHale's Navy,comedy war,mchale's navy comedy war comedy war david allen grier dean stockwell debra messing tim curry tom arnold
1447,3432,Gridlock'd,crime,gridlock'd crime crime nudity (topless) 2
1456,3433,"Pest, The",comedy,"pest, the comedy comedy john leguizamo"
1551,3434,Buddy,adventure children drama,buddy adventure children drama adventure children drama 
1582,3435,Wild America,adventure children,wild america adventure children adventure children 
1605,3436,Excess Baggage,adventure romance,excess baggage adventure romance adventure romance can't remember dvd-video hw comedy
1647,3437,Playing God,crime drama thriller,playing god crime drama thriller crime drama thriller 
1662,3438,Gang Related,crime,gang related crime crime 
1668,3439,One Night Stand,drama,one night stand drama drama 
1692,3440,Alien Escape,horror sci fi,alien escape horror sci fi horror sci fi 
1799,3441,Suicide Kings,comedy crime drama mystery thriller,suicide kings comedy crime drama mystery thriller comedy crime drama mystery thriller dark comedy te kijken black comedy mafia christopher walken
1804,3442,"Newton Boys, The",crime drama,"newton boys, the crime drama crime drama trains earnest humorous nostalgic sentimental understated"
1975,3443,Friday the 13th Part 2,horror,friday the 13th part 2 horror horror jason nudity (full frontal) slasher franchise
1978,3444,Friday the 13th Part V: A New Beginning,horror,friday the 13th part v: a new beginning horror horror jason boring slasher franchise
1979,3445,Friday the 13th Part VI: Jason Lives,horror,friday the 13th part vi: jason lives horror horror jason slasher franchise ummarti2006
1980,3446,Friday the 13th Part VII: The New Blood,horror,friday the 13th part vii: the new blood horror horror franchise
1981,3447,Friday the 13th Part VIII: Jason Takes Manhattan,horror,friday the 13th part viii: jason takes manhattan horror horror as bad as the title slasher never franchise
1983,3448,Halloween II,horror,halloween ii horror horror halloween telecine nudity (topless) slasher franchise
1991,3449,Child's Play,horror thriller,child's play horror thriller horror thriller original chuckie
1995,3450,Poltergeist II: The Other Side,horror thriller,poltergeist ii: the other side horror thriller horror thriller ghosts creepy singing
2033,3451,"Black Cauldron, The",animation children,"black cauldron, the animation children animation children disney based on a book pigs quest disney animated feature based on book good versus evil classic 70mm"
2034,3452,"Black Hole, The",sci fi,"black hole, the sci fi sci fi space disney studios can't remember disney evil robot space travel 70mm betamax"
2090,3453,"Rescuers, The",adventure animation children crime drama fantasy,"rescuers, the adventure animation children crime drama fantasy adventure animation children crime drama fantasy animation disney disney animated feature child abuse mouse can't remember classic animation revenge bob newhart eva gabor geraldine page jeanette nolan joe flynn pat buttram"
2103,3454,Tall Tale,adventure children fantasy western,tall tale adventure children fantasy western adventure children fantasy western 
2113,3455,Graveyard Shift,horror thriller,graveyard shift horror thriller horror thriller 
2119,3456,Maximum Overdrive,horror,maximum overdrive horror horror stephen king
2148,3457,House,comedy horror,house comedy horror comedy horror cheesy
2149,3458,House II: The Second Story,comedy horror,house ii: the second story comedy horror comedy horror cheesy
2166,3459,Return to Paradise,drama romance,return to paradise drama romance drama romance drugs joaquin phoenix
2256,3460,Parasite,horror sci fi,parasite horror sci fi horror sci fi 
2265,3461,Nothing But Trouble,adventure comedy,nothing but trouble adventure comedy adventure comedy black comedy pennsylvania punishment
2327,3462,Tales from the Darkside: The Movie,horror,tales from the darkside: the movie horror horror 
2377,3463,Lifeforce,horror sci fi,lifeforce horror sci fi horror sci fi nudity (full frontal - notable) vampires alien invasion aliens 70mm
2456,3464,"Fly II, The",horror sci fi,"fly ii, the horror sci fi horror sci fi "
2561,3465,True Crime,crime thriller,true crime crime thriller crime thriller andrew klavan clint eastwood
2582,3466,Twin Dragons (Shuang long hui),action comedy,twin dragons (shuang long hui) action comedy action comedy jackie chan kung fu martial arts
2754,3467,Deadtime Stories,horror,deadtime stories horror horror 
2787,3468,Cat's Eye,horror,cat's eye horror horror stephen king ?author:stephen king variations on a theme can't remember
2836,3469,Outside Providence,comedy,outside providence comedy comedy main character doesn't masturbate
2868,3470,Fright Night Part II,horror,fright night part ii horror horror cheesy vampire
2878,3471,Hell Night,horror,hell night horror horror 
2902,3472,Psycho II,horror mystery thriller,psycho ii horror mystery thriller horror mystery thriller murder
2992,3473,Rawhead Rex,horror thriller,rawhead rex horror thriller horror thriller 
3017,3474,Creepshow 2,horror,creepshow 2 horror horror betamax
3511,3475,Ready to Rumble,comedy,ready to rumble comedy comedy every wrestling fan will enjoy this one fo` sho`.
3672,3476,Benji,adventure children,benji adventure children adventure children animal:dog
3708,3477,Firestarter,horror thriller,firestarter horror thriller horror thriller based on a book stephen king
3709,3478,Sleepwalkers,horror,sleepwalkers horror horror perfect use of johnny & santo's 1 hit wonder
3727,3479,Near Dark,horror western,near dark horror western horror western hulu atmospheric claustrophobic eerie gloomy menacing stylized tense lance henriksen
3757,3480,Asylum,horror,asylum horror horror 
3837,3481,Phantasm II,horror,phantasm ii horror horror nudity (topless)
3838,3482,Phantasm III: Lord of the Dead,horror,phantasm iii: lord of the dead horror horror 
3840,3483,Pumpkinhead,horror,pumpkinhead horror horror cinematographer:bojan bazelli the monster scared the shit out me when i was a kid
3847,3484,"Ilsa, She Wolf of the SS",horror,"ilsa, she wolf of the ss horror horror nazis unwatchable sadism"
3919,3485,Hellraiser III: Hell on Earth,horror,hellraiser iii: hell on earth horror horror 
3961,3486,Ghoulies,horror,ghoulies horror horror toilet monster vhs can't remember
27878,3487,Born into Brothels,documentary,born into brothels documentary documentary oscar (best documentary feature) divx mnm india photography qube photographer in library netwatch on computer legenda pt-br r prostitution to-rent on hold
81,3488,Things to Do in Denver When You're Dead,crime drama romance,things to do in denver when you're dead crime drama romance crime drama romance colorado recommendz top pick own underrated detroit 23-5-2007 buscemi
118,3489,If Lucy Fell,comedy romance,if lucy fell comedy romance comedy romance 
255,3490,"Jerky Boys, The",comedy,"jerky boys, the comedy comedy "
429,3491,Cabin Boy,comedy,cabin boy comedy comedy 
433,3492,Clean Slate,comedy,clean slate comedy comedy best comedy of '90
438,3493,"Cowboy Way, The",action comedy drama,"cowboy way, the action comedy drama action comedy drama "
445,3494,Fatal Instinct,comedy,fatal instinct comedy comedy parody
460,3495,Getting Even with Dad,comedy,getting even with dad comedy comedy ted danson
470,3496,House Party 3,comedy,house party 3 comedy comedy imdb bottom 100 bernie mac betamax
487,3497,Lightning Jack,comedy western,lightning jack comedy western comedy western 
603,3498,"Bye Bye, Love",comedy,"bye bye, love comedy comedy "
626,3499,"Thin Line Between Love and Hate, A",comedy,"thin line between love and hate, a comedy comedy "
710,3500,Celtic Pride,comedy,celtic pride comedy comedy 
813,3501,Larger Than Life,comedy,larger than life comedy comedy 
867,3502,Carpool,comedy crime,carpool comedy crime comedy crime golden raspberry (worst actor) cary grant tom arnold
1121,3503,Glory Daze,drama,glory daze drama drama 
1167,3504,Dear God,comedy,dear god comedy comedy greg kinnear
1490,3505,B*A*P*S,comedy,b*a*p*s comedy comedy 
1679,3506,Chairman of the Board,comedy,chairman of the board comedy comedy imdb bottom 100
1689,3507,"Man Who Knew Too Little, The",comedy crime thriller,"man who knew too little, the comedy crime thriller comedy crime thriller "
1760,3508,Spice World,comedy musical,spice world comedy musical comedy musical who thought this was a good idea? golden raspberry (worst actress) awful awards no rec? awesinine alan cumming spice girls true story embarassed to watch
1816,3509,Two Girls and a Guy,comedy drama,two girls and a guy comedy drama comedy drama robert downey jr. group sex can't remember
1880,3510,Lawn Dogs,drama,lawn dogs drama drama children nudity (topless - notable)
2027,3511,Jane Austen's Mafia!,comedy crime,jane austen's mafia! comedy crime comedy crime zaz spoof
2128,3512,Safe Men,comedy,safe men comedy comedy heist clearplay r
2169,3513,Dead Man on Campus,comedy,dead man on campus comedy comedy 
2237,3514,Without Limits,drama,without limits drama drama [ita] no limits want to see again biography olympics sports track and field true story
2261,3515,One Crazy Summer,comedy,one crazy summer comedy comedy john cusack
2271,3516,Permanent Midnight,drama,permanent midnight drama drama drug fun
2337,3517,Velvet Goldmine,drama,velvet goldmine drama drama glam amazing soundtrack boy-on-boy action rococo backstage gay music todd haynes decadent dreamlike enigmatic flashy hallucinatory lavish sexual ewan mcgregor jonathan rhys meyers toni collette
2449,3518,"Garbage Pail Kids Movie, The",adventure children comedy,"garbage pail kids movie, the adventure children comedy adventure children comedy "
2458,3519,Armed and Dangerous,comedy crime,armed and dangerous comedy crime comedy crime betamax
2504,3520,200 Cigarettes,comedy drama,200 cigarettes comedy drama comedy drama 
2507,3521,Breakfast of Champions,comedy sci fi,breakfast of champions comedy sci fi comedy sci fi 
2509,3522,Eight Days a Week,comedy,eight days a week comedy comedy nudity (topless - notable)
2552,3523,My Boyfriend's Back,comedy,my boyfriend's back comedy comedy 
2718,3524,Drop Dead Gorgeous,comedy,drop dead gorgeous comedy comedy mentally impaired friends should see funny as hell black comedy minnesota
2733,3525,Vibes,adventure comedy romance,vibes adventure comedy romance adventure comedy romance 
2798,3526,Problem Child,comedy,problem child comedy comedy can't remember pregnancy
2799,3527,Problem Child 2,comedy,problem child 2 comedy comedy seen more than once prequel
2809,3528,Love Stinks,comedy,love stinks comedy comedy 
2888,3529,Drive Me Crazy,comedy romance,drive me crazy comedy romance comedy romance ogden salt lake city utah
2891,3530,"Happy, Texas",comedy,"happy, texas comedy comedy william h. macy"
3031,3531,Repossessed,comedy,repossessed comedy comedy spoof
3042,3532,Meatballs III,comedy,meatballs iii comedy comedy 
3177,3533,Next Friday,comedy,next friday comedy comedy 
3211,3534,"Cry in the Dark, A",drama,"cry in the dark, a drama drama a dingo ate my baby australia"
3284,3535,They Might Be Giants,comedy romance,they might be giants comedy romance comedy romance friday night movie
3388,3536,Harry and the Hendersons,children comedy,harry and the hendersons children comedy children comedy great ending cryptozoology can't remember bigfoot family kid's movie nostalgia
3453,3537,Here on Earth,drama romance,here on earth drama romance drama romance 
3454,3538,Whatever It Takes,comedy romance,whatever it takes comedy romance comedy romance 
3463,3539,Last Resort (a.k.a. National Lampoon's Last Resort),comedy,last resort (a.k.a. national lampoon's last resort) comedy comedy national lampoon
3515,3540,Me Myself I,comedy romance,me myself i comedy romance comedy romance alternate endings ?alternate endings
3596,3541,Screwed,comedy,screwed comedy comedy 
3668,3542,Romeo and Juliet,drama romance,romeo and juliet drama romance drama romance based on a play shakespeare notable nudity oscar (best cinematography) beautiful nudity (topless - brief) adapted from:play playwright:shakespeare drama romance okay claire danes
3669,3543,Stay Tuned,comedy,stay tuned comedy comedy camp cheese horror john ritter television industry
3679,3544,"Decline of Western Civilization, The",documentary,"decline of western civilization, the documentary documentary rock and roll to see music documentary punks institutions punk rock rebellion"
3688,3545,Porky's,comedy,porky's comedy comedy cult film teen childish nudity (full frontal - notable) high school can't remember owned
3725,3546,American Pop,animation musical,american pop animation musical animation musical animation best jewish movies rotoscoping
3743,3547,Boys and Girls,comedy romance,boys and girls comedy romance comedy romance 
3773,3548,House Party,comedy,house party comedy comedy hip hop
3786,3549,But I'm a Cheerleader,comedy,but i'm a cheerleader comedy comedy satire lesbian slash coming-of-age sexuality queer coming of age cute
3830,3550,Psycho Beach Party,comedy horror thriller,psycho beach party comedy horror thriller comedy horror thriller cult classic
3846,3551,Easy Money,comedy,easy money comedy comedy 
3858,3552,Cecil B. DeMented,comedy,cecil b. demented comedy comedy blindfold dvd-r
3866,3553,Sunset Strip,comedy,sunset strip comedy comedy 
4003,3554,She's Having a Baby,comedy,she's having a baby comedy comedy al leong
4012,3555,Punchline,comedy drama,punchline comedy drama comedy drama stand-up comedy
4067,3556,Untamed Heart,drama romance,untamed heart drama romance drama romance 
4080,3557,Baby Boom,comedy,baby boom comedy comedy classic baby corporate america women's lib betamax
4081,3558,Back to the Beach,comedy,back to the beach comedy comedy betamax
4091,3559,Can't Buy Me Love,comedy romance,can't buy me love comedy romance comedy romance high school beatles 80's highschool
4127,3560,"Like Father, Like Son",comedy,"like father, like son comedy comedy "
4133,3561,Masters of the Universe,action adventure comedy fantasy sci fi,masters of the universe action adventure comedy fantasy sci fi action adventure comedy fantasy sci fi based on a tv show can't remember based on a tv show? dolph lundgren friday night movie he-man connection menahem golan 80s nostalgia he-man muscle skeletor
4135,3562,"Monster Squad, The",adventure comedy horror,"monster squad, the adventure comedy horror adventure comedy horror can't remember"
4149,3563,Saving Silverman,comedy,saving silverman comedy comedy silly jack black nudity (rear) nudity (topless)
4153,3564,Down to Earth,comedy romance,"down to earth comedy romance comedy romance remake chris rock ghosts/afterlife remakeof:here comes mr. jordan rip off of ""heaven can wait"""
4204,3565,Losin' It,comedy,losin' it comedy comedy virginity
4219,3566,Girls Just Want to Have Fun,comedy,girls just want to have fun comedy comedy 80s 80s music dancing mtv influence music videos
4221,3567,Necessary Roughness,comedy,necessary roughness comedy comedy football sport:american football can't remember
4229,3568,Say It Isn't So,comedy romance,say it isn't so comedy romance comedy romance fun movie
4293,3569,Summer Rental,comedy,summer rental comedy comedy john candy
4340,3570,"Animal, The",comedy,"animal, the comedy comedy awful awards"
4352,3571,Shag,comedy drama,shag comedy drama comedy drama 
4386,3572,Cats & Dogs,children comedy,cats & dogs children comedy children comedy 
4415,3573,Cheech & Chong's Nice Dreams,comedy,cheech & chong's nice dreams comedy comedy drugs hilarious
4418,3574,Things Are Tough All Over,comedy,things are tough all over comedy comedy 
4474,3575,Beaches,comedy drama musical,beaches comedy drama musical comedy drama musical book tear jerker women 70mm
4477,3576,Big Top Pee-Wee,adventure comedy,big top pee-wee adventure comedy adventure comedy circus betamax
4504,3577,Feds,comedy,feds comedy comedy 
4509,3578,"Great Outdoors, The",comedy,"great outdoors, the comedy comedy bear cabin nature outdoors funniest movies"
4510,3579,Heartbreak Hotel,comedy,heartbreak hotel comedy comedy 
4511,3580,High Spirits,comedy,high spirits comedy comedy 
4512,3581,Hot to Trot,comedy,hot to trot comedy comedy 
4514,3582,Howling IV: The Original Nightmare,horror,howling iv: the original nightmare horror horror werewolf werewolves
4516,3583,Johnny Be Good,comedy,johnny be good comedy comedy robert downey jr.
4520,3584,License to Drive,comedy,license to drive comedy comedy can't remember
4525,3585,Moving,comedy,moving comedy comedy 
4540,3586,Satisfaction (a.k.a. Girls of Summer),comedy drama romance,satisfaction (a.k.a. girls of summer) comedy drama romance comedy drama romance 
4559,3587,Vice Versa,comedy,vice versa comedy comedy 
4584,3588,Dream a Little Dream,comedy drama romance,dream a little dream comedy drama romance comedy drama romance 
4585,3589,"Dream Team, The",comedy,"dream team, the comedy comedy can't remember"
4591,3590,Erik the Viking,adventure comedy fantasy,erik the viking adventure comedy fantasy adventure comedy fantasy it has eartha kitt - so that cancels any cheesiness dungeons & dragons monty python satire can't remember vikings
4595,3591,Fat Man and Little Boy,drama,fat man and little boy drama drama movie to see
4598,3592,Going Overboard,comedy,going overboard comedy comedy imdb bottom 100
4599,3593,Great Balls of Fire!,drama,great balls of fire! drama drama biopic
4600,3594,Gross Anatomy (a.k.a. A Cut Above),comedy drama,gross anatomy (a.k.a. a cut above) comedy drama comedy drama doctors
4613,3595,K-9,action comedy crime,k-9 action comedy crime action comedy crime animal:dog crime dog can't remember
4617,3596,Let It Ride,comedy,let it ride comedy comedy gambling
4622,3597,Loverboy,comedy,loverboy comedy comedy 
4649,3598,Wet Hot American Summer,comedy,wet hot american summer comedy comedy goofy irreverent madcap racy satirical silly summery hw comedy
4662,3599,"See No Evil, Hear No Evil",comedy crime,"see no evil, hear no evil comedy crime comedy crime funniest movies nudity (topless)"
4675,3600,Three Fugitives,action comedy,three fugitives action comedy action comedy 
4676,3601,Troop Beverly Hills,comedy,troop beverly hills comedy comedy can't remember
4678,3602,UHF,comedy,uhf comedy comedy television 80's classic weird al quirky friday night movie
4683,3603,"Wizard, The",adventure children comedy drama,"wizard, the adventure children comedy drama adventure children comedy drama video games i love the powerglove"
4725,3604,Session 9,horror thriller,session 9 horror thriller horror thriller coin mask mental hospital multiple personalities tape recorder paras kauhu leffa ikuna!!! eli best horror ever! well done psychology serial killer loved it! very well made thriller
4732,3605,Bubble Boy,comedy,bubble boy comedy comedy filmed in palmdale
4787,3606,Little Man Tate,drama,little man tate drama drama prodigies
4799,3607,"It's a Mad, Mad, Mad, Mad World",comedy,"it's a mad, mad, mad, mad world comedy comedy comedy slapstick wacky race competition greed husband-wife relationship oscar (best sound) race against time treasure hunt 70mm more queasy than ""funny"" afi 100 (laughs)"
4812,3608,SpaceCamp,adventure sci fi,spacecamp adventure sci fi adventure sci fi nasa space childhood flashback can't remember joaquin phoenix 70mm
4821,3609,Joy Ride,adventure thriller,joy ride adventure thriller adventure thriller road kill
4909,3610,"Incredible Shrinking Woman, The",comedy sci fi,"incredible shrinking woman, the comedy sci fi comedy sci fi directorial debut author:richard matheson matheson"
4929,3611,"Toy, The",comedy,"toy, the comedy comedy richard pryor racist as hell"
4974,3612,Not Another Teen Movie,comedy,not another teen movie comedy comedy high school spoof nudity (topless - notable) parody
4988,3613,White Water Summer,adventure,white water summer adventure adventure 
4990,3614,Jimmy Neutron: Boy Genius,adventure animation children comedy,jimmy neutron: boy genius adventure animation children comedy adventure animation children comedy steve oedekerk
5053,3615,Blankman,comedy,blankman comedy comedy superhero
5077,3616,Cousins,comedy romance,cousins comedy romance comedy romance clv
5101,3617,Richard Pryor Here and Now,comedy documentary,richard pryor here and now comedy documentary comedy documentary dirty foul new orleans
5125,3618,Used Cars,comedy,used cars comedy comedy 
5140,3619,"Bad News Bears Go to Japan, The",comedy,"bad news bears go to japan, the comedy comedy sport:baseball baseball culture clash japan kids tokyo"
5146,3620,Vampire Hunter D: Bloodlust (Banpaia hantÃ¢ D),animation fantasy horror,vampire hunter d: bloodlust (banpaia hantã¢ d) animation fantasy horror animation fantasy horror anime for kata watched 2006 future vampire bad
5172,3621,Full Frontal,comedy drama romance,full frontal comedy drama romance comedy drama romance interesting
5222,3622,Kissing Jessica Stein,comedy romance,kissing jessica stein comedy romance comedy romance lesbian bibliothek neurotic new yorkers queer cute sexuality
5245,3623,Simon,comedy sci fi,simon comedy sci fi comedy sci fi al pacino
5250,3624,Stir Crazy,comedy,stir crazy comedy comedy netflix instant watching
5264,3625,Clockstoppers,action sci fi,clockstoppers action sci fi action sci fi classic
5267,3626,"Rookie, The",drama,"rookie, the drama drama sports fun inspiring espy award nothing special baseball dreams"
5289,3627,Body and Soul,drama film noir,body and soul drama film noir drama film noir boxing drama tcm sport:boxing?
5310,3628,Transylvania 6-5000,comedy horror,transylvania 6-5000 comedy horror comedy horror friday night movie hw comedy
5331,3629,Vulgar,drama,vulgar drama drama clowns
5337,3630,Delirious,comedy,delirious comedy comedy 
5347,3631,Deuces Wild,drama,deuces wild drama drama 
5357,3632,Iron Will,adventure,iron will adventure adventure dogsled can't remember
5391,3633,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),drama,thirteen conversations about one thing (a.k.a. 13 conversations) drama drama well-acted and thought-provoking coincidences ensemble cast multiple storylines nonlinear confusing plot
5421,3634,"Dangerous Lives of Altar Boys, The",drama,"dangerous lives of altar boys, the drama drama seen more than once religion typical coming of age story"
5428,3635,Cheech & Chong's The Corsican Brothers,comedy,cheech & chong's the corsican brothers comedy comedy drugs hilarious betamax
5437,3636,"Manhattan Project, The",comedy thriller,"manhattan project, the comedy thriller comedy thriller below r"
5443,3637,Juwanna Mann,comedy,juwanna mann comedy comedy no please god no!
5458,3638,Like Mike,children comedy fantasy,like mike children comedy fantasy children comedy fantasy 
5460,3639,"Powerpuff Girls, The",action animation children comedy,"powerpuff girls, the action animation children comedy action animation children comedy based on a tv show? below r"
5529,3640,Serving Sara,comedy romance,serving sara comedy romance comedy romance bruce campbell
5546,3641,976-EVIL,horror,976-evil horror horror 
5555,3642,Wolfen,horror,wolfen horror horror werewolf gothic 70mm werewolves
5584,3643,Ernest Goes to Jail,comedy,ernest goes to jail comedy comedy 
5585,3644,Ernest Scared Stupid,comedy,ernest scared stupid comedy comedy 
5598,3645,Surf Ninjas,comedy,surf ninjas comedy comedy 
5662,3646,"Wrong Guy, The",comedy,"wrong guy, the comedy comedy "
5665,3647,Knockaround Guys,action comedy crime,knockaround guys action comedy crime action comedy crime john malkovich
5768,3648,Modern Problems,comedy,modern problems comedy comedy 
5803,3649,I Spy,action adventure comedy crime,i spy action adventure comedy crime action adventure comedy crime owen wilson eddie murphy famke janssen malcolm mcdowell betty thomas based on a tv show
5879,3650,Adam Sandler's 8 Crazy Nights,animation comedy musical,adam sandler's 8 crazy nights animation comedy musical animation comedy musical hanukkah jewish judaism stoner movie adam sandler
5885,3651,"What to Do in Case of Fire (Was Tun, Wenn's Brennt?)",comedy drama,"what to do in case of fire (was tun, wenn's brennt?) comedy drama comedy drama "
5941,3652,Drumline,comedy drama musical romance,drumline comedy drama musical romance comedy drama musical romance college directorial debut music business comedy music
5970,3653,My Girl,comedy drama romance,my girl comedy drama romance comedy drama romance sad but much good touching drama anna chlumsky dan aykroyd griffin dunne jamie lee curtis macaulay culkin richard masur
6025,3654,CB4 - The Movie,comedy,cb4 - the movie comedy comedy mockumentary
6044,3655,Blind Date,horror thriller,blind date horror thriller horror thriller betamax
6102,3656,"Missionary, The",comedy,"missionary, the comedy comedy "
6116,3657,"Pirate Movie, The",adventure comedy musical,"pirate movie, the adventure comedy musical adventure comedy musical adapted from:operetta pirates playwright:gilbert & sullivan swashbuckler"
6122,3658,Richard Pryor Live on the Sunset Strip,comedy documentary,richard pryor live on the sunset strip comedy documentary comedy documentary stand up comedy stand-up comedy not funny
6204,3659,"Meteor Man, The",comedy,"meteor man, the comedy comedy super-hero superhero can't remember"
6315,3660,Wildcats,comedy,wildcats comedy comedy boring but it's fun. not a great movie
6347,3661,Beat Street,drama musical,beat street drama musical drama musical betamax dvd-ram
6348,3662,Breakin' 2: Electric Boogaloo,musical,breakin' 2: electric boogaloo musical musical betamax
6820,3663,Ginger Snaps,horror thriller,ginger snaps horror thriller horror thriller werewolf high school werewolves ummarti2006
665,3664,Underground,comedy drama war,underground comedy drama war comedy drama war library too long world war ii yugoslavia biting cerebral cynical harsh irreverent madcap sweeping kusturica 3 1990s emir kusturica golden palm
876,3665,Supercop 2 (Project S) (Chao ji ji hua),action comedy crime thriller,supercop 2 (project s) (chao ji ji hua) action comedy crime thriller action comedy crime thriller 
1241,3666,Dead Alive (Braindead),comedy fantasy horror,dead alive (braindead) comedy fantasy horror comedy fantasy horror cult film campy best gore/horror movie ever must see! so funny to see virus zombies new zealand peter jackson 1950s gross out lawn mower dvd zombie awesome zombie flick hard to rate my movies dvd-video mother-son relationship
1626,3667,Fire Down Below,action drama thriller,fire down below action drama thriller action drama thriller pollution steven seagal
1827,3668,"Big One, The",comedy documentary,"big one, the comedy documentary comedy documentary dvd documentary propaganda politics social commentary"
2170,3669,Wrongfully Accused,action comedy,wrongfully accused action comedy action comedy screwball comedy can't remember
2318,3670,Happiness,comedy drama,happiness comedy drama comedy drama aging breakups and divorces child abuse closeted homosexual dissociation doctors dysfunctional family facades fantasies father-son relationship grandparents hedonist immigrants ironic ironic title library vhs loneliness marriage masturbation neighbors normality orgasm pedophile perverted puberty rape relationships salespeople secrets self-esteem self-satisfied people sexual abuse sexual fantasy sexuality singer single woman sisters story of one family taxi driver teacher teacher student relationship therapist ugly duckling unsociable people vomit vomit-inducing workplace writer's life good but makes you want to shower afterwards want to see again what is happiness? nudity (topless) 3.5 philip seymour hoffman my movies phillip seymour hoffman wrongfully funny
2488,3671,Peeping Tom,drama horror thriller,peeping tom drama horror thriller drama horror thriller serial killer criterion voyeurism disturbing understated scary movies to see on halloween atmospheric creepy fathers and sons haunted by the past reflective serial killers tense voyeurs 3
2843,3672,"Black Cat, White Cat (Crna macka, beli macor)",comedy romance,"black cat, white cat (crna macka, beli macor) comedy romance comedy romance drugs family forced marriage gambling library vhs louis i think this is the beginning of a beautiful friendship train vivacious bibliothek gypsy wedding hide the dead body humorous light madcap nothing goes right quirky upbeat witty kusturica"
3091,3673,Kagemusha,drama war,kagemusha drama war drama war hulu library veja akira kurosawa erlend's dvds autumnal bleak lyrical sweeping owned tumey's dvds japan tatsuya nakadai golden palm sven's to see list
3339,3674,Cross of Iron,war,cross of iron war war to see sam peckinpah
3432,3675,Death Wish 3,action drama,death wish 3 action drama action drama badass charles bronson gangs rocket launcher menahem golan
4144,3676,In the Mood For Love (Fa yeung nin wa),drama romance,in the mood for love (fa yeung nin wa) drama romance drama romance chinese apartment costumes retro slow moving but a beautie watch days of being willd first criterion kar wai wong erlend's dvds 1960s angkor wat hong kong love affair moviepig top pick neighbors seen 2006 atmospheric elegant melancholy moody nocturnal stylized understated wong kar wai watched 2008 3 facebook rec vday tumey's dvds pg
4378,3677,Sexy Beast,comedy crime drama,sexy beast comedy crime drama comedy crime drama who cares dvds 2006 best performance:  ben kingsley as don logan slow nudity (topless) 2.5 tumey's dvds
4426,3678,Kiss Me Deadly,film noir,kiss me deadly film noir film noir who cares dvds national film registry erlend's dvds film noir albert decker ralph meeker robert aldrich mysterious parcel private detective sven's to see list
4437,3679,Suspiria,horror,suspiria horror horror dario argento two strip technicolor atmospheric creepy dreamlike eerie hallucinatory ominous slick stylized witchcraft women in jeopardy horror
4438,3680,"Chinese Connection, The (a.k.a. Fist of Fury) (Jing wu men)",action,"chinese connection, the (a.k.a. fist of fury) (jing wu men) action action bruce lee kung fu martial arts revenge child abuse christmas clv"
4444,3681,"Return of the Dragon (Way of the Dragon, The) (Meng long guo jiang)",action crime,"return of the dragon (way of the dragon, the) (meng long guo jiang) action crime action crime kung fu martial arts chuck norris bruce lee classic martial arts remake"
4470,3682,Ariel,comedy crime drama film noir,ariel comedy crime drama film noir comedy crime drama film noir library proletariat trilogy to see finnish
4557,3683,Tucker: The Man and His Dream,drama,tucker: the man and his dream drama drama interesting cars francis ford coppola 70mm
4640,3684,Brother,action crime thriller,brother action crime thriller action crime thriller to see yakuza japan takeshi kitano gangsters japon mafia
